fixed_phase,fold_fraction,mean_assd_mm,mean_dice,mean_displacement_mm,mean_hd95_mm,method_id,moving_phase,n_evaluable_organs,n_requested_organs,p95_displacement_mm,pair_id,runtime_seconds,sd_log_jacobian,subject_id,task_domain,task_group,valid_sampling_fraction
mr,0.006566874186197917,8.355899421434469,0.5228038117753434,24.674755096435547,24.696520458607864,B08_dgmir_u,ct,3,4,52.25932350158691,MR_fixed__CT_moving__0002_tcia,12.231948111671954,0.595427930355072,0002_tcia,l2r_mrct,mr_target,0.868105231391059
mr,0.011802503797743056,40.70378257942076,0.1041328173471849,22.74481773376465,75.2390960922606,B08_dgmir_u,ct,3,4,49.68195056915283,MR_fixed__CT_moving__0004_tcia,11.102807506918907,0.6109896302223206,0004_tcia,l2r_mrct,mr_target,0.8723975287543403
mr,0.00219573974609375,7.754155848592847,0.540183275951883,14.471854209899902,26.023853399150767,B08_dgmir_u,ct,4,4,31.18460121154785,MR_fixed__CT_moving__0006_tcia,10.946017547044903,0.6223006248474121,0006_tcia,l2r_mrct,mr_target,0.9997287326388888
mr,0.0039215087890625,6.40994345095219,0.6295449096902482,15.278279304504395,21.59912365117701,B08_dgmir_u,ct,4,4,29.419172763824463,MR_fixed__CT_moving__0008_tcia,10.717679229099303,0.6339638233184814,0008_tcia,l2r_mrct,mr_target,0.8892259385850695
mr,0.004534403483072917,11.167451666654358,0.468819195288117,19.069211959838867,40.24004292843944,B08_dgmir_u,ct,4,4,36.28292102813721,MR_fixed__CT_moving__0010_tcia,10.392076443880796,0.618318498134613,0010_tcia,l2r_mrct,mr_target,0.7966350979275174
mr,0.001411098904079861,19.71609892831095,0.19411164980090712,26.78233528137207,45.765328592504375,B08_dgmir_u,ct,4,4,52.42057590484619,MR_fixed__CT_moving__0012_tcia,10.850306820124388,0.625787615776062,0012_tcia,l2r_mrct,mr_target,0.7495559692382813
mr,0.005976189507378472,27.28844379665408,0.14993799264421204,19.37467384338379,71.52331447312345,B08_dgmir_u,ct,4,4,41.85625095367432,MR_fixed__CT_moving__0014_tcia,11.225619731005281,0.5389960408210754,0014_tcia,l2r_mrct,mr_target,0.8680106268988715
mr,0.004819742838541667,14.445173817999237,0.2859972151682071,27.778919219970703,36.85550086869608,B08_dgmir_u,ct,4,4,61.77130908966065,MR_fixed__CT_moving__0016_tcia,11.028735607862473,0.6340427398681641,0016_tcia,l2r_mrct,mr_target,0.7963712904188368
